"path","type","class","length","dim","is_list_like","preview"
"<root>$results$data$scen_54[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(9521357, 9691012, 6061578) … (97 more)"
"<root>$results$data$scen_54[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(0.938590432373774, 1.34987670694701, 0.890138019063696) … (97 more)"
"<root>$results$data$scen_54[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(848.292068228995, 831.14570362325, 822.336854808029) … (97 more)"
"<root>$results$data$scen_54[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(853.908118451541, 826.771183887526, 825.836818906887) … (97 more)"
"<root>$results$data$scen_54[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(857.521668647163, 821.200042898401, 827.735682677882) … (97 more)"
"<root>$results$data$scen_54[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_54[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_54[[2]]$Ret","double","numeric",100,NA,FALSE,"c(21691, 27899, 31965) … (97 more)"
"<root>$results$data$scen_54[[2]]$Rec","double","numeric",100,NA,FALSE,"c(42945, 25399, 32592) … (97 more)"
"<root>$results$data$scen_54[[2]]$eps","double","numeric",100,NA,FALSE,"c(0.38847, -0.09627, 0.11175) … (97 more)"
"<root>$results$data$scen_54[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_54[[2]]$Esc","double","numeric",100,NA,FALSE,"c(11354, 9106, 10125) … (97 more)"
"<root>$results$data$scen_54[[2]]$Harv","double","numeric",100,NA,FALSE,"c(10337, 18793, 21840) … (97 more)"
"<root>$results$data$scen_54[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(7517477, 5830289, 8092825) … (97 more)"
"<root>$results$data$scen_54[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(1.33035012246965, 1.02577626625814, 1.16905924649185) … (97 more)"
"<root>$results$data$scen_54[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(831.228086473244, 832.52278939894, 849.330238333596) … (97 more)"
"<root>$results$data$scen_54[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(827.165426736147, 836.420021778518, 846.072932443715) … (97 more)"
"<root>$results$data$scen_54[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(822.70553788936, 838.309318731449, 844.562849012623) … (97 more)"
"<root>$results$data$scen_54[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_54[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_54[[3]]$Ret","double","numeric",100,NA,FALSE,"c(57640, 65021, 59486) … (97 more)"
"<root>$results$data$scen_54[[3]]$Rec","double","numeric",100,NA,FALSE,"c(39391, 57952, 105880) … (97 more)"
"<root>$results$data$scen_54[[3]]$eps","double","numeric",100,NA,FALSE,"c(-0.3661, 0.00381, 0.58472) … (97 more)"
"<root>$results$data$scen_54[[3]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_54[[3]]$Esc","double","numeric",100,NA,FALSE,"c(15702, 17459, 13318) … (97 more)"
"<root>$results$data$scen_54[[3]]$Harv","double","numeric",100,NA,FALSE,"c(41938, 47562, 46168) … (97 more)"
"<root>$results$data$scen_54[[3]]$RepOut","double","numeric",100,NA,FALSE,"c(9079447, 15199331, 11334772) … (97 more)"
"<root>$results$data$scen_54[[3]]$lnRS","double","numeric",100,NA,FALSE,"c(0.919749271038602, 1.19975980669837, 2.07318987367047) … (97 more)"
"<root>$results$data$scen_54[[3]]$meanSesc","double","numeric",100,NA,FALSE,"c(826.501113641694, 868.298429351345, 843.103171901305) … (97 more)"
"<root>$results$data$scen_54[[3]]$meanSret","double","numeric",100,NA,FALSE,"c(828.000993061448, 866.88228537976, 845.371966207543) … (97 more)"
"<root>$results$data$scen_54[[3]]$meanSharv","double","numeric",100,NA,FALSE,"c(828.562464374995, 866.362367594061, 846.026314593548) … (97 more)"
"<root>$results$data$scen_54[[4]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_54[[4]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_54[[4]]$Ret","double","numeric",100,NA,FALSE,"c(29271, 27781, 24155) … (97 more)"
"<root>$results$data$scen_54[[4]]$Rec","double","numeric",100,NA,FALSE,"c(37705, 54669, 36392) … (97 more)"
"<root>$results$data$scen_54[[4]]$eps","double","numeric",100,NA,FALSE,"c(0.26891, 0.69076, 0.23151) … (97 more)"
"<root>$results$data$scen_54[[4]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_54[[4]]$Esc","double","numeric",100,NA,FALSE,"c(10964, 8363, 10820) … (97 more)"
"<root>$results$data$scen_54[[4]]$Harv","double","numeric",100,NA,FALSE,"c(18307, 19418, 13335) … (97 more)"
"<root>$results$data$scen_54[[4]]$RepOut","double","numeric",100,NA,FALSE,"c(8720976, 6600952, 9233521) … (97 more)"
"<root>$results$data$scen_54[[4]]$lnRS","double","numeric",100,NA,FALSE,"c(1.23517553321407, 1.87747960677264, 1.21295269684937) … (97 more)"
"<root>$results$data$scen_54[[4]]$meanSesc","double","numeric",100,NA,FALSE,"c(847.778554220433, 853.325840568694, 861.51344116548) … (97 more)"
"<root>$results$data$scen_54[[4]]$meanSret","double","numeric",100,NA,FALSE,"c(845.099803260537, 853.902811544477, 865.977939605583) … (97 more)"
"<root>$results$data$scen_54[[4]]$meanSharv","double","numeric",100,NA,FALSE,"c(843.496210181814, 854.151218049551, 869.597396174526) … (97 more)"
"<root>$results$data$scen_54[[5]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_54[[5]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_54[[5]]$Ret","double","numeric",100,NA,FALSE,"c(48871, 43156, 38636) … (97 more)"
"<root>$results$data$scen_54[[5]]$Rec","double","numeric",100,NA,FALSE,"c(89681, 61317, 86679) … (97 more)"
"<root>$results$data$scen_54[[5]]$eps","double","numeric",100,NA,FALSE,"c(0.56114, 0.17966, 0.52434) … (97 more)"
"<root>$results$data$scen_54[[5]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_54[[5]]$Esc","double","numeric",100,NA,FALSE,"c(12894, 16682, 18669) … (97 more)"
"<root>$results$data$scen_54[[5]]$Harv","double","numeric",100,NA,FALSE,"c(35977, 26474, 19967) … (97 more)"
"<root>$results$data$scen_54[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(10855043, 14424158, 14271712) … (97 more)"
"<root>$results$data$scen_54[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(1.93949684257156, 1.30172683530833, 1.53534724565976) … (97 more)"
"<root>$results$data$scen_54[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(846.785614076291, 858.653339926044, 849.69296652404) … (97 more)"
"<root>$results$data$scen_54[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(846.973517741427, 859.651512719688, 850.939910169495) … (97 more)"
"<root>$results$data$scen_54[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(847.040840313614, 860.280734904604, 852.105430954977) … (97 more)"
"<root>$results$data$scen_55","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_55[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_55[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_55[[1]]$Ret","double","numeric",100,NA,FALSE,"c(31024, 31470, 27370) … (97 more)"
"<root>$results$data$scen_55[[1]]$Rec","double","numeric",100,NA,FALSE,"c(39236, 20162, 24646) … (97 more)"
"<root>$results$data$scen_55[[1]]$eps","double","numeric",100,NA,FALSE,"c(0.29731, -0.35733, -0.17925) … (97 more)"
"<root>$results$data$scen_55[[1]]$reg","double","numeric",100,NA,FALSE,"c(2, 2, 2) … (97 more)"
"<root>$results$data$scen_55[[1]]$Esc","double","numeric",100,NA,FALSE,"c(11190, 8726, 10245) … (97 more)"
"<root>$results$data$scen_55[[1]]$Harv","double","numeric",100,NA,FALSE,"c(19834, 22744, 17125) … (97 more)"
"<root>$results$data$scen_55[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(10806260, 7047994, 8112590) … (97 more)"
"<root>$results$data$scen_55[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(1.25457417037824, 0.837492569930332, 0.877824833825068) … (97 more)"
"<root>$results$data$scen_55[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(854.784596061754, 853.139518147363, 839.663119816625) … (97 more)"
"<root>$results$data$scen_55[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(851.334291857385, 851.53745076027, 839.376660299666) … (97 more)"
"<root>$results$data$scen_55[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(849.386601223814, 850.922409058893, 839.205152703356) … (97 more)"
"<root>$results$data$scen_55[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_55[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_55[[2]]$Ret","double","numeric",100,NA,FALSE,"c(30502, 25912, 20686) … (97 more)"
"<root>$results$data$scen_55[[2]]$Rec","double","numeric",100,NA,FALSE,"c(17132, 23456, 33178) … (97 more)"
"<root>$results$data$scen_55[[2]]$eps","double","numeric",100,NA,FALSE,"c(-0.54569, -0.25459, 0.11308) … (97 more)"
"<root>$results$data$scen_55[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_55[[2]]$Esc","double","numeric",100,NA,FALSE,"c(7788, 9144, 11211) … (97 more)"
"<root>$results$data$scen_55[[2]]$Harv","double","numeric",100,NA,FALSE,"c(22714, 16768, 9475) … (97 more)"
"<root>$results$data$scen_55[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(5601773, 8070929, 9041647) … (97 more)"
"<root>$results$data$scen_55[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(0.788363972243171, 0.942028399211731, 1.08499156649863) … (97 more)"
"<root>$results$data$scen_55[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(844.184444761813, 846.494673477958, 834.884050043913) … (97 more)"
"<root>$results$data$scen_55[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(841.780421306492, 845.374137217943, 834.185447792561) … (97 more)"
"<root>$results$data$scen_55[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(840.955579793332, 844.76328793416, 833.359652768443) … (97 more)"
"<root>$results$data$scen_55[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_55[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_55[[3]]$Ret","double","numeric",100,NA,FALSE,"c(45130, 39169, 54588) … (97 more)"
"<root>$results$data$scen_55[[3]]$Rec","double","numeric",100,NA,FALSE,"c(51647, 63641, 57430) … (97 more)"
"<root>$results$data$scen_55[[3]]$eps","double","numeric",100,NA,FALSE,"c(-0.03928, 0.1992, 0.09777) … (97 more)"
"<root>$results$data$scen_55[[3]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 2) … (97 more)"
"<root>$results$data$scen_55[[3]]$Esc","double","numeric",100,NA,FALSE,"c(13948, 17100, 13774) … (97 more)"
"<root>$results$data$scen_55[[3]]$Harv","double","numeric",100,NA,FALSE,"c(31182, 22069, 40814) … (97 more)"
"<root>$results$data$scen_55[[3]]$RepOut","double","numeric",100,NA,FALSE,"c(10117833, 12859718, 7849716) … (97 more)"
"<root>$results$data$scen_55[[3]]$lnRS","double","numeric",100,NA,FALSE,"c(1.30909598181268, 1.31417945322532, 1.4277840577537) … (97 more)"
"<root>$results$data$scen_55[[3]]$meanSesc","double","numeric",100,NA,FALSE,"c(826.271396742296, 832.637994578363, 828.342691241616) … (97 more)"
"<root>$results$data$scen_55[[3]]$meanSret","double","numeric",100,NA,FALSE,"c(825.356819566961, 832.380152482798, 828.486109964794) … (97 more)"
"<root>$results$data$scen_55[[3]]$meanSharv","double","numeric",100,NA,FALSE,"c(824.947635744128, 832.180386194077, 828.53453003752) … (97 more)"
"<root>$results$data$scen_55[[4]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_55[[4]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_55[[4]]$Ret","double","numeric",100,NA,FALSE,"c(21651, 28184, 30787) … (97 more)"
"<root>$results$data$scen_55[[4]]$Rec","double","numeric",100,NA,FALSE,"c(30128, 27739, 16434) … (97 more)"
"<root>$results$data$scen_55[[4]]$eps","double","numeric",100,NA,FALSE,"c(0.0743, 0.04781, -0.53461) … (97 more)"
"<root>$results$data$scen_55[[4]]$reg","double","numeric",100,NA,FALSE,"c(1, 2, 2) … (97 more)"
"<root>$results$data$scen_55[[4]]$Esc","double","numeric",100,NA,FALSE,"c(11286, 9091, 12278) … (97 more)"
"<root>$results$data$scen_55[[4]]$Harv","double","numeric",100,NA,FALSE,"c(10365, 19093, 18509) … (97 more)"
"<root>$results$data$scen_55[[4]]$RepOut","double","numeric",100,NA,FALSE,"c(9333223, 5004794, 9211875) … (97 more)"
"<root>$results$data$scen_55[[4]]$lnRS","double","numeric",100,NA,FALSE,"c(0.981891952367848, 1.11555445207051, 0.291543316503692) … (97 more)"
"<root>$results$data$scen_55[[4]]$meanSesc","double","numeric",100,NA,FALSE,"c(834.680210212518, 820.043900989656, 853.146062380389) … (97 more)"
"<root>$results$data$scen_55[[4]]$meanSret","double","numeric",100,NA,FALSE,"c(834.990582039796, 820.927576213171, 854.382964488367) … (97 more)"
"<root>$results$data$scen_55[[4]]$meanSharv","double","numeric",100,NA,FALSE,"c(835.32884538939, 821.348537055636, 855.20335601617) … (97 more)"
"<root>$results$data$scen_55[[5]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_55[[5]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_55[[5]]$Ret","double","numeric",100,NA,FALSE,"c(53762, 58021, 51360) … (97 more)"
"<root>$results$data$scen_55[[5]]$Rec","double","numeric",100,NA,FALSE,"c(53927, 31988, 36849) … (97 more)"
"<root>$results$data$scen_55[[5]]$eps","double","numeric",100,NA,FALSE,"c(-0.08724, -0.58863, -0.46232) … (97 more)"
"<root>$results$data$scen_55[[5]]$reg","double","numeric",100,NA,FALSE,"c(2, 2, 2) … (97 more)"
"<root>$results$data$scen_55[[5]]$Esc","double","numeric",100,NA,FALSE,"c(15965, 21563, 15956) … (97 more)"
"<root>$results$data$scen_55[[5]]$Harv","double","numeric",100,NA,FALSE,"c(37797, 36458, 35404) … (97 more)"
"<root>$results$data$scen_55[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(9836339, 15712614, 14861923) … (97 more)"
"<root>$results$data$scen_55[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(1.21723245396962, 0.394381949541115, 0.836993547181907) … (97 more)"
"<root>$results$data$scen_55[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(831.603065039947, 842.335685216085, 856.650373677931) … (97 more)"
"<root>$results$data$scen_55[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(832.102366301467, 845.309042524591, 858.257189271964) … (97 more)"
"<root>$results$data$scen_55[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(832.31320880772, 847.067368276887, 858.981617997409) … (97 more)"
"<root>$results$data$scen_56","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_56[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_56[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_56[[1]]$Ret","double","numeric",100,NA,FALSE,"c(26165, 31637, 35463) … (97 more)"
"<root>$results$data$scen_56[[1]]$Rec","double","numeric",100,NA,FALSE,"c(60666, 40412, 49907) … (97 more)"
"<root>$results$data$scen_56[[1]]$eps","double","numeric",100,NA,FALSE,"c(0.61833, 0.30745, 0.4411) … (97 more)"
"<root>$results$data$scen_56[[1]]$reg","double","numeric",100,NA,FALSE,"c(2, 2, 2) … (97 more)"
"<root>$results$data$scen_56[[1]]$Esc","double","numeric",100,NA,FALSE,"c(13608, 9625, 7746) … (97 more)"
"<root>$results$data$scen_56[[1]]$Harv","double","numeric",100,NA,FALSE,"c(12557, 22012, 27717) … (97 more)"
"<root>$results$data$scen_56[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(9030118, 5415288, 7114991) … (97 more)"
"<root>$results$data$scen_56[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(1.49472555424376, 1.43476289039164, 1.86298469238764) … (97 more)"
"<root>$results$data$scen_56[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(812.20967354578, 819.377237565673, 865.523655060815) … (97 more)"
"<root>$results$data$scen_56[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(810.626299273809, 817.373396122086, 869.061430193349) … (97 more)"
"<root>$results$data$scen_56[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(808.911187253892, 816.496931716025, 870.04963339866) … (97 more)"
"<root>$results$data$scen_56[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_56[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_56[[2]]$Ret","double","numeric",100,NA,FALSE,"c(54291, 61406, 62727) … (97 more)"
"<root>$results$data$scen_56[[2]]$Rec","double","numeric",100,NA,FALSE,"c(56976, 76643, 50938) … (97 more)"
"<root>$results$data$scen_56[[2]]$eps","double","numeric",100,NA,FALSE,"c(0.18374, 0.39161, -0.02547) … (97 more)"
"<root>$results$data$scen_56[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_56[[2]]$Esc","double","numeric",100,NA,FALSE,"c(14042, 11300, 15188) … (97 more)"
"<root>$results$data$scen_56[[2]]$Harv","double","numeric",100,NA,FALSE,"c(40249, 50106, 47539) … (97 more)"
"<root>$results$data$scen_56[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(7401948, 10406817, 11632015) … (97 more)"
"<root>$results$data$scen_56[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(1.40057728794036, 1.91435555122831, 1.21010356453427) … (97 more)"
"<root>$results$data$scen_56[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(822.631161676655, 860.865986468164, 855.869269771506) … (97 more)"
"<root>$results$data$scen_56[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(820.585340020456, 864.196104752241, 854.597506614701) … (97 more)"
"<root>$results$data$scen_56[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(819.871665936613, 864.946793559604, 854.191232591512) … (97 more)"
"<root>$results$data$scen_56[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_56[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_56[[3]]$Ret","double","numeric",100,NA,FALSE,"c(31974, 33918, 52113) … (97 more)"
"<root>$results$data$scen_56[[3]]$Rec","double","numeric",100,NA,FALSE,"c(49538, 29093, 34146) … (97 more)"
"<root>$results$data$scen_56[[3]]$eps","double","numeric",100,NA,FALSE,"c(0.5785, 0.04929, 0.2893) … (97 more)"
"<root>$results$data$scen_56[[3]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_56[[3]]$Esc","double","numeric",100,NA,FALSE,"c(7327, 9848, 11349) … (97 more)"
"<root>$results$data$scen_56[[3]]$Harv","double","numeric",100,NA,FALSE,"c(24647, 24070, 40764) … (97 more)"
"<root>$results$data$scen_56[[3]]$RepOut","double","numeric",100,NA,FALSE,"c(7163136, 7055130, 5415152) … (97 more)"
"<root>$results$data$scen_56[[3]]$lnRS","double","numeric",100,NA,FALSE,"c(1.9111738966514, 1.08322920653037, 1.10151581453004) … (97 more)"
"<root>$results$data$scen_56[[3]]$meanSesc","double","numeric",100,NA,FALSE,"c(871.545674589985, 840.871824580031, 822.885146316811) … (97 more)"
"<root>$results$data$scen_56[[3]]$meanSret","double","numeric",100,NA,FALSE,"c(873.028661918787, 843.428379842968, 824.089391461682) … (97 more)"
"<root>$results$data$scen_56[[3]]$meanSharv","double","numeric",100,NA,FALSE,"c(873.469286632626, 844.474368884488, 824.424888876178) … (97 more)"
"<root>$results$data$scen_56[[4]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_56[[4]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_56[[4]]$Ret","double","numeric",100,NA,FALSE,"c(34531, 53123, 49426) … (97 more)"
"<root>$results$data$scen_56[[4]]$Rec","double","numeric",100,NA,FALSE,"c(23295, 33430, 19927) … (97 more)"
"<root>$results$data$scen_56[[4]]$eps","double","numeric",100,NA,FALSE,"c(-0.19027, 0.19347, -0.35351) … (97 more)"
"<root>$results$data$scen_56[[4]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_56[[4]]$Esc","double","numeric",100,NA,FALSE,"c(8385, 9663, 7623) … (97 more)"
"<root>$results$data$scen_56[[4]]$Harv","double","numeric",100,NA,FALSE,"c(26146, 43460, 41803) … (97 more)"
"<root>$results$data$scen_56[[4]]$RepOut","double","numeric",100,NA,FALSE,"c(5719273, 5073101, 6099208) … (97 more)"
"<root>$results$data$scen_56[[4]]$lnRS","double","numeric",100,NA,FALSE,"c(1.02179434999359, 1.24114954141484, 0.96090560304431) … (97 more)"
"<root>$results$data$scen_56[[4]]$meanSesc","double","numeric",100,NA,FALSE,"c(839.135679026427, 826.397456010761, 847.695740168586) … (97 more)"
"<root>$results$data$scen_56[[4]]$meanSret","double","numeric",100,NA,FALSE,"c(840.768100489101, 827.372637088636, 850.678350665667) … (97 more)"
"<root>$results$data$scen_56[[4]]$meanSharv","double","numeric",100,NA,FALSE,"c(841.291286885991, 827.589516031929, 851.222498695589) … (97 more)"
"<root>$results$data$scen_56[[5]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_56[[5]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_56[[5]]$Ret","double","numeric",100,NA,FALSE,"c(105003, 101776, 89738) … (97 more)"
"<root>$results$data$scen_56[[5]]$Rec","double","numeric",100,NA,FALSE,"c(77818, 43709, 51864) … (97 more)"
"<root>$results$data$scen_56[[5]]$eps","double","numeric",100,NA,FALSE,"c(0.30078, -0.31059, -0.13939) … (97 more)"
"<root>$results$data$scen_56[[5]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_56[[5]]$Esc","double","numeric",100,NA,FALSE,"c(16677, 13157, 14749) … (97 more)"
"<root>$results$data$scen_56[[5]]$Harv","double","numeric",100,NA,FALSE,"c(88326, 88619, 74989) … (97 more)"
"<root>$results$data$scen_56[[5]]$RepOut","double","numeric",100,NA,FALSE,"c(7889054, 10327744, 10215295) … (97 more)"
"<root>$results$data$scen_56[[5]]$lnRS","double","numeric",100,NA,FALSE,"c(1.5403422422526, 1.20060009416987, 1.25744962399533) … (97 more)"
"<root>$results$data$scen_56[[5]]$meanSesc","double","numeric",100,NA,FALSE,"c(816.154807710083, 849.240957850722, 838.106577122209) … (97 more)"
"<root>$results$data$scen_56[[5]]$meanSret","double","numeric",100,NA,FALSE,"c(817.413171365678, 850.646745872513, 840.610893365966) … (97 more)"
"<root>$results$data$scen_56[[5]]$meanSharv","double","numeric",100,NA,FALSE,"c(817.650697656063, 850.855440830927, 841.103407780727) … (97 more)"
"<root>$results$data$scen_57","list","list",5,NA,TRUE,NA
"<root>$results$data$scen_57[[1]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_57[[1]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_57[[1]]$Ret","double","numeric",100,NA,FALSE,"c(57785, 41352, 39832) … (97 more)"
"<root>$results$data$scen_57[[1]]$Rec","double","numeric",100,NA,FALSE,"c(44123, 58381, 37884) … (97 more)"
"<root>$results$data$scen_57[[1]]$eps","double","numeric",100,NA,FALSE,"c(-0.20403, 0.03269, -0.40154) … (97 more)"
"<root>$results$data$scen_57[[1]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_57[[1]]$Esc","double","numeric",100,NA,FALSE,"c(17273, 20599, 16551) … (97 more)"
"<root>$results$data$scen_57[[1]]$Harv","double","numeric",100,NA,FALSE,"c(40512, 20753, 23281) … (97 more)"
"<root>$results$data$scen_57[[1]]$RepOut","double","numeric",100,NA,FALSE,"c(10511080, 16325564, 16052274) … (97 more)"
"<root>$results$data$scen_57[[1]]$lnRS","double","numeric",100,NA,FALSE,"c(0.937836599736032, 1.04174796350515, 0.828082336405451) … (97 more)"
"<root>$results$data$scen_57[[1]]$meanSesc","double","numeric",100,NA,FALSE,"c(837.935918743222, 846.287095378977, 850.698827281635) … (97 more)"
"<root>$results$data$scen_57[[1]]$meanSret","double","numeric",100,NA,FALSE,"c(839.10419935512, 844.974850690016, 850.434626063469) … (97 more)"
"<root>$results$data$scen_57[[1]]$meanSharv","double","numeric",100,NA,FALSE,"c(839.602398505221, 843.671965625825, 850.246779905262) … (97 more)"
"<root>$results$data$scen_57[[2]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_57[[2]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_57[[2]]$Ret","double","numeric",100,NA,FALSE,"c(18039, 17057, 18708) … (97 more)"
"<root>$results$data$scen_57[[2]]$Rec","double","numeric",100,NA,FALSE,"c(29234, 17847, 21400) … (97 more)"
"<root>$results$data$scen_57[[2]]$eps","double","numeric",100,NA,FALSE,"c(0.13188, -0.36187, -0.06055) … (97 more)"
"<root>$results$data$scen_57[[2]]$reg","double","numeric",100,NA,FALSE,"c(1, 1, 1) … (97 more)"
"<root>$results$data$scen_57[[2]]$Esc","double","numeric",100,NA,FALSE,"c(11413, 9170, 10342) … (97 more)"
"<root>$results$data$scen_57[[2]]$Harv","double","numeric",100,NA,FALSE,"c(6626, 7887, 8366) … (97 more)"
"<root>$results$data$scen_57[[2]]$RepOut","double","numeric",100,NA,FALSE,"c(8431545, 8444889, 5678170) … (97 more)"
"<root>$results$data$scen_57[[2]]$lnRS","double","numeric",100,NA,FALSE,"c(0.940579358895638, 0.665898140605505, 0.727177648053776) … (97 more)"
"<root>$results$data$scen_57[[2]]$meanSesc","double","numeric",100,NA,FALSE,"c(833.16467355671, 850.990299370096, 832.985908199903) … (97 more)"
"<root>$results$data$scen_57[[2]]$meanSret","double","numeric",100,NA,FALSE,"c(833.045522849876, 849.37741983151, 834.847797987884) … (97 more)"
"<root>$results$data$scen_57[[2]]$meanSharv","double","numeric",100,NA,FALSE,"c(832.840339830954, 847.503495024132, 837.147465446445) … (97 more)"
"<root>$results$data$scen_57[[3]]","list","data.frame",12,"100x12",TRUE,NA
"<root>$results$data$scen_57[[3]]$Year","integer","integer",100,NA,FALSE,"11:13 … (97 more)"
"<root>$results$data$scen_57[[3]]$Ret","double","numeric",100,NA,FALSE,"c(22574, 23518, 33701) … (97 more)"
"<root>$results$data$scen_57[[3]]$Rec","double","numeric",100,NA,FALSE,"c(16376, 25347, 43044) … (97 more)"
"<root>$results$data$scen_57[[3]]$eps","double","numeric",100,NA,FALSE,"c(-0.67833, -0.18714, 0.29126) … (97 more)"
