"path","type","class","length","dim","is_list_like","preview"
"<root>$results$para$scen_26[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.12296477856226, alpha.high = 5.12296477856226, beta = 3.27628240976444e-05) … (1 more)"
"<root>$results$para$scen_26[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.27628240976444, alpha.high = 3.27628240976444, beta = 4.38033758866362e-05) … (1 more)"
"<root>$results$para$scen_26[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.38033758866362, alpha.high = 4.38033758866362, beta = 5.88063779030938e-05) … (1 more)"
"<root>$results$para$scen_26[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.88063779030938, alpha.high = 5.88063779030938, beta = 4.28689349916559e-05) … (1 more)"
"<root>$results$para$scen_26[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.28689349916558, alpha.high = 4.28689349916558, beta = 4.99283460504006e-05) … (1 more)"
"<root>$results$para$scen_27","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_27[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.92463004058614, alpha.high = 5.92463004058614, beta = 3.76586678905542e-05) … (1 more)"
"<root>$results$para$scen_27[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.76586678905541, alpha.high = 3.76586678905541, beta = 5.19532927083102e-05) … (1 more)"
"<root>$results$para$scen_27[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.19532927083101, alpha.high = 5.19532927083101, beta = 3.56142027631909e-05) … (1 more)"
"<root>$results$para$scen_27[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.56142027631908, alpha.high = 3.56142027631908, beta = 4.45449330926798e-05) … (1 more)"
"<root>$results$para$scen_27[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.45449330926798, alpha.high = 4.45449330926798, beta = 5.99989466719643e-05) … (1 more)"
"<root>$results$para$scen_28","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_28[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.22171989196973, alpha.high = 6.22171989196973, beta = 4.75306845022437e-05) … (1 more)"
"<root>$results$para$scen_28[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.75306845022436, alpha.high = 4.75306845022436, beta = 6.04899599639973e-05) … (1 more)"
"<root>$results$para$scen_28[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.04899599639972, alpha.high = 6.04899599639972, beta = 3.89475217646207e-05) … (1 more)"
"<root>$results$para$scen_28[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.89475217646206, alpha.high = 3.89475217646206, beta = 5.2697095397439e-05) … (1 more)"
"<root>$results$para$scen_28[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.2697095397439, alpha.high = 5.2697095397439, beta = 6.32395085441769e-05) … (1 more)"
"<root>$results$para$scen_29","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_29[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.93835636811017, alpha.high = 3.93835636811017, beta = 5.41106030854417e-05) … (1 more)"
"<root>$results$para$scen_29[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.41106030854417, alpha.high = 5.41106030854417, beta = 6.39309086397693e-05) … (1 more)"
"<root>$results$para$scen_29[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.39309086397692, alpha.high = 6.39309086397692, beta = 4.65253302979544e-05) … (1 more)"
"<root>$results$para$scen_29[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.65253302979543, alpha.high = 4.65253302979543, beta = 5.44341163026573e-05) … (1 more)"
"<root>$results$para$scen_29[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.44341163026573, alpha.high = 5.44341163026573, beta = 4.00442344652306e-05) … (1 more)"
"<root>$results$para$scen_30","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_30[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.4631158536383, alpha.high = 4.4631158536383, beta = 5.59996550352778e-05) … (1 more)"
"<root>$results$para$scen_30[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.59996550352777, alpha.high = 5.59996550352777, beta = 4.17440525688778e-05) … (1 more)"
"<root>$results$para$scen_30[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.17440525688778, alpha.high = 4.17440525688778, beta = 5.84042460918143e-05) … (1 more)"
"<root>$results$para$scen_30[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.84042460918143, alpha.high = 5.84042460918143, beta = 4.369848304426e-05) … (1 more)"
"<root>$results$para$scen_30[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.369848304426, alpha.high = 4.369848304426, beta = 4.96789499079478e-05) … (1 more)"
"<root>$results$para$scen_31","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_31[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.05780026962884, alpha.high = 6.05780026962884, beta = 4.39858873438492e-05) … (1 more)"
"<root>$results$para$scen_31[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.39858873438491, alpha.high = 4.39858873438491, beta = 5.09410740944743e-05) … (1 more)"
"<root>$results$para$scen_31[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.09410740944742, alpha.high = 5.09410740944742, beta = 3.47935400615831e-05) … (1 more)"
"<root>$results$para$scen_31[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.47935400615831, alpha.high = 3.47935400615831, beta = 4.53108411379997e-05) … (1 more)"
"<root>$results$para$scen_31[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.53108411379997, alpha.high = 4.53108411379997, beta = 5.68903325513813e-05) … (1 more)"
"<root>$results$para$scen_32","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_32[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.79950530632337, alpha.high = 3.79950530632337, beta = 4.55797635433307e-05) … (1 more)"
"<root>$results$para$scen_32[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.55797635433307, alpha.high = 4.55797635433307, beta = 6.20026617419619e-05) … (1 more)"
"<root>$results$para$scen_32[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.20026617419619, alpha.high = 6.20026617419619, beta = 3.85091765681278e-05) … (1 more)"
"<root>$results$para$scen_32[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.85091765681277, alpha.high = 3.85091765681277, beta = 5.16575823168781e-05) … (1 more)"
"<root>$results$para$scen_32[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.16575823168781, alpha.high = 5.16575823168781, beta = 3.67918058728642e-05) … (1 more)"
"<root>$results$para$scen_33","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_33[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.04927380331224, alpha.high = 4.04927380331224, beta = 5.38200167084077e-05) … (1 more)"
"<root>$results$para$scen_33[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.38200167084077, alpha.high = 5.38200167084077, beta = 6.62156232892718e-05) … (1 more)"
"<root>$results$para$scen_33[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.62156232892718, alpha.high = 6.62156232892718, beta = 4.62762323829571e-05) … (1 more)"
"<root>$results$para$scen_33[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.6276232382957, alpha.high = 4.6276232382957, beta = 6.3673632882177e-05) … (1 more)"
"<root>$results$para$scen_33[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.3673632882177, alpha.high = 6.3673632882177, beta = 3.96647120931649e-05) … (1 more)"
"<root>$results$para$scen_34","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_34[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.75141604439282, alpha.high = 4.75141604439282, beta = 5.56740890118374e-05) … (1 more)"
"<root>$results$para$scen_34[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.56740890118373, alpha.high = 5.56740890118373, beta = 4.14257418533675e-05) … (1 more)"
"<root>$results$para$scen_34[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.14257418533674, alpha.high = 4.14257418533674, beta = 5.26787387737425e-05) … (1 more)"
"<root>$results$para$scen_34[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.26787387737424, alpha.high = 5.26787387737424, beta = 6.91522004017125e-05) … (1 more)"
"<root>$results$para$scen_34[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.91522004017124, alpha.high = 6.91522004017124, beta = 4.69628789620361e-05) … (1 more)"
"<root>$results$para$scen_35","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_35[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.07225833698069, alpha.high = 5.07225833698069, beta = 7.06526430217349e-05) … (1 more)"
"<root>$results$para$scen_35[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.06526430217349, alpha.high = 7.06526430217349, beta = 4.81933695812964e-05) … (1 more)"
"<root>$results$para$scen_35[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.81933695812963, alpha.high = 4.81933695812963, beta = 5.65934562827359e-05) … (1 more)"
"<root>$results$para$scen_35[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.65934562827359, alpha.high = 5.65934562827359, beta = 4.2286764477611e-05) … (1 more)"
"<root>$results$para$scen_35[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.2286764477611, alpha.high = 4.2286764477611, beta = 4.84622208047504e-05) … (1 more)"
"<root>$results$para$scen_36","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_36[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.84347844349441, alpha.high = 5.84347844349441, beta = 4.26002148249603e-05) … (1 more)"
"<root>$results$para$scen_36[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.26002148249602, alpha.high = 4.26002148249602, beta = 4.96981489128465e-05) … (1 more)"
"<root>$results$para$scen_36[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.96981489128464, alpha.high = 4.96981489128464, beta = 7.7464859850698e-05) … (1 more)"
"<root>$results$para$scen_36[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.7464859850698, alpha.high = 7.7464859850698, beta = 4.40175664026237e-05) … (1 more)"
"<root>$results$para$scen_36[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.40175664026236, alpha.high = 4.40175664026236, beta = 5.52592489108713e-05) … (1 more)"
"<root>$results$para$scen_37","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_37[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.48624942786518, alpha.high = 3.48624942786518, beta = 4.53305888050276e-05) … (1 more)"
"<root>$results$para$scen_37[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.53305888050276, alpha.high = 4.53305888050276, beta = 5.95868614970588e-05) … (1 more)"
"<root>$results$para$scen_37[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.95868614970587, alpha.high = 5.95868614970587, beta = 3.80522885224449e-05) … (1 more)"
"<root>$results$para$scen_37[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.80522885224449, alpha.high = 3.80522885224449, beta = 5.95237648644231e-05) … (1 more)"
"<root>$results$para$scen_37[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.9523764864423, alpha.high = 5.9523764864423, beta = 4.51794111211622e-05) … (1 more)"
"<root>$results$para$scen_38","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_38[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.85439664417744, alpha.high = 3.85439664417744, beta = 6.68356411827978e-05) … (1 more)"
"<root>$results$para$scen_38[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.68356411827978, alpha.high = 6.68356411827978, beta = 4.10981028839362e-05) … (1 more)"
"<root>$results$para$scen_38[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.10981028839362, alpha.high = 4.10981028839362, beta = 5.34992499995178e-05) … (1 more)"
"<root>$results$para$scen_38[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.34992499995178, alpha.high = 5.34992499995178, beta = 3.99215349261653e-05) … (1 more)"
"<root>$results$para$scen_38[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.99215349261653, alpha.high = 3.99215349261653, beta = 4.76890364562953e-05) … (1 more)"
"<root>$results$para$scen_39","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_39[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.38006369454592, alpha.high = 5.38006369454592, beta = 7.82997977543358e-05) … (1 more)"
"<root>$results$para$scen_39[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 7.82997977543358, alpha.high = 7.82997977543358, beta = 4.79479933625455e-05) … (1 more)"
"<root>$results$para$scen_39[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.79479933625455, alpha.high = 4.79479933625455, beta = 6.36292355057281e-05) … (1 more)"
"<root>$results$para$scen_39[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.36292355057281, alpha.high = 6.36292355057281, beta = 4.19825266917046e-05) … (1 more)"
"<root>$results$para$scen_39[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.19825266917046, alpha.high = 4.19825266917046, beta = 5.43004259529836e-05) … (1 more)"
"<root>$results$para$scen_40","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_40[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.80449755724525, alpha.high = 5.80449755724525, beta = 4.34435274455925e-05) … (1 more)"
"<root>$results$para$scen_40[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.34435274455925, alpha.high = 4.34435274455925, beta = 5.46155503973824e-05) … (1 more)"
"<root>$results$para$scen_40[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.46155503973823, alpha.high = 5.46155503973823, beta = 3.24234151259275e-05) … (1 more)"
"<root>$results$para$scen_40[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.24234151259275, alpha.high = 3.24234151259275, beta = 4.86272967349755e-05) … (1 more)"
"<root>$results$para$scen_40[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.86272967349754, alpha.high = 4.86272967349754, beta = 5.62134473571538e-05) … (1 more)"
"<root>$results$para$scen_41","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_41[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.38658932882845, alpha.high = 3.38658932882845, beta = 4.98656357030484e-05) … (1 more)"
"<root>$results$para$scen_41[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.98656357030484, alpha.high = 4.98656357030484, beta = 5.65703942438797e-05) … (1 more)"
"<root>$results$para$scen_41[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.65703942438796, alpha.high = 5.65703942438796, beta = 4.41981466102265e-05) … (1 more)"
"<root>$results$para$scen_41[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.41981466102265, alpha.high = 4.41981466102265, beta = 5.01398092166462e-05) … (1 more)"
"<root>$results$para$scen_41[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.01398092166462, alpha.high = 5.01398092166462, beta = 7.38706719404355e-05) … (1 more)"
"<root>$results$para$scen_42","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_42[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.44786953213429, alpha.high = 4.44786953213429, beta = 5.14167160857812e-05) … (1 more)"
"<root>$results$para$scen_42[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.14167160857811, alpha.high = 5.14167160857811, beta = 3.62107584263043e-05) … (1 more)"
"<root>$results$para$scen_42[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.62107584263043, alpha.high = 3.62107584263043, beta = 4.57796238283574e-05) … (1 more)"
"<root>$results$para$scen_42[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.57796238283573, alpha.high = 4.57796238283573, beta = 5.7553441357663e-05) … (1 more)"
"<root>$results$para$scen_42[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.75534413576629, alpha.high = 5.75534413576629, beta = 4.49269084921236e-05) … (1 more)"
"<root>$results$para$scen_43","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_43[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.60452358090054, alpha.high = 4.60452358090054, beta = 6.30824408542914e-05) … (1 more)"
"<root>$results$para$scen_43[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.30824408542913, alpha.high = 6.30824408542913, beta = 3.92983449435688e-05) … (1 more)"
"<root>$results$para$scen_43[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.92983449435688, alpha.high = 3.92983449435688, beta = 5.21452284256249e-05) … (1 more)"
"<root>$results$para$scen_43[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.21452284256248, alpha.high = 5.21452284256248, beta = 3.77996263230468e-05) … (1 more)"
"<root>$results$para$scen_43[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.77996263230468, alpha.high = 3.77996263230468, beta = 4.64728883683785e-05) … (1 more)"
"<root>$results$para$scen_44","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_44[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.24284160583598, alpha.high = 5.24284160583598, beta = 6.80464172081207e-05) … (1 more)"
"<root>$results$para$scen_44[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 6.80464172081206, alpha.high = 6.80464172081206, beta = 4.6734642614815e-05) … (1 more)"
"<root>$results$para$scen_44[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.6734642614815, alpha.high = 4.6734642614815, beta = 5.38344403398944e-05) … (1 more)"
"<root>$results$para$scen_44[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.38344403398944, alpha.high = 5.38344403398944, beta = 4.03521084229546e-05) … (1 more)"
"<root>$results$para$scen_44[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.03521084229545, alpha.high = 4.03521084229545, beta = 5.28950921823082e-05) … (1 more)"
"<root>$results$para$scen_45","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_45[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.76751940903858, alpha.high = 5.76751940903858, beta = 4.20062555870947e-05) … (1 more)"
"<root>$results$para$scen_45[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.20062555870947, alpha.high = 4.20062555870947, beta = 4.92077825462445e-05) … (1 more)"
"<root>$results$para$scen_45[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.92077825462444, alpha.high = 4.92077825462444, beta = 4.39287757918407e-05) … (1 more)"
"<root>$results$para$scen_45[[4]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.39287757918407, alpha.high = 4.39287757918407, beta = 5.64396909601931e-05) … (1 more)"
"<root>$results$para$scen_45[[5]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.64396909601931, alpha.high = 5.64396909601931, beta = 7.17473324129313e-05) … (1 more)"
"<root>$results$para$scen_46","list","list",5,NA,TRUE,NA
"<root>$results$para$scen_46[[1]]","double","numeric",4,NA,FALSE,"c(alpha.low = 4.52464917195376, alpha.high = 4.52464917195376, beta = 5.11579945630937e-05) … (1 more)"
"<root>$results$para$scen_46[[2]]","double","numeric",4,NA,FALSE,"c(alpha.low = 5.11579945630937, alpha.high = 5.11579945630937, beta = 3.23084141969094e-05) … (1 more)"
"<root>$results$para$scen_46[[3]]","double","numeric",4,NA,FALSE,"c(alpha.low = 3.23084141969093, alpha.high = 3.23084141969093, beta = 5.03087863359812e-05) … (1 more)"
